track_name,track_id,danceability,acousticness,energy,tempo,instrumentalness,loudness,liveness,duration_ms,key,valence,speechiness
Electrified,27WCn2AXGHCTsZkHJsX9vX,0.732,0.0722,0.732,115.008,1.51e-05,-3.145,0.0822,211800,11,0.874,0.0291
All Of The People,3MDmpXtgGpUgWTxzgxlh8x,0.698,0.0301,0.691,89.987,0.0021,-5.675,0.0776,215613,5,0.926,0.0533
Blue,288Xblc7ODtOtK4grOBBHs,0.437,8.69e-05,0.884,152.969,0.0103,-6.25,0.0702,206038,9,0.431,0.055
Elevate,5BxVRqpZi6tIhAap1ZjzVD,0.541,0.00767,0.982,104.03,0.000765,-4.908,0.291,308360,2,0.722,0.107
February,3zEQAX67O9w1cn8U8P9BrR,0.559,0.0174,0.848,97.948,3.86e-06,-4.957,0.399,159167,5,0.349,0.0388
Do You Really Wanna Know?,43oSsb5boERcpfiuDJR3Kq,0.663,0.00295,0.658,119.986,0.0,-5.891,0.854,178333,4,0.797,0.039
Daydream,778JDHI6qfgQ1HBEKP1FZu,0.697,0.0896,0.798,107.025,0.0,-5.541,0.384,150793,4,0.818,0.0581
Record Player (with AJR),4jYt1pQqg2mIZmY4FWCZEM,0.665,0.247,0.684,73.986,0.0,-7.049,0.0636,149538,11,0.927,0.106
New Best Friend,0GwmWHT6w2yLfxL37AJq2F,0.57,0.0002,0.758,119.98,5.15e-06,-4.983,0.0822,223196,7,0.238,0.0316
Better,2C93EaiXnfll8oL9TWqQTA,0.375,0.000558,0.914,138.934,4.55e-05,-3.241,0.101,294072,8,0.254,0.0589
St. Girlfriend,1nsjfntUpfBk7m11PENErT,0.54,0.000266,0.933,97.026,0.0,-3.51,0.335,147260,8,0.485,0.0338
Wyatt’s Song (Your Name),2igMBTs1a8cwHkwIXOmtBq,0.391,1.9e-05,0.963,144.144,0.00973,-2.94,0.0844,225839,4,0.365,0.151
DIRTY WHITE VANS//,51tegOXmUxqJKWMh8l3Oxi,0.496,0.347,0.786,82.538,0.0,-3.728,0.11,141091,1,0.374,0.105
Feel Something,6N4j7RO9FJabMrMOS4Tj7e,0.571,0.000625,0.953,140.021,0.0,-3.691,0.666,180473,4,0.487,0.13
I Can't Sleep,1gckzXZppc8a5qHZy4MCZJ,0.622,0.00862,0.656,135.006,0.0,-5.159,0.12,202867,2,0.268,0.0393
<maybe> it's my fault,4w5wkuwuCByenZ6QufdeQN,0.45,0.000921,0.968,154.011,2.09e-05,-4.018,0.121,159833,1,0.487,0.0507
hair out,0lRlsjGhgUDCjJzz3RjwNb,0.675,0.000487,0.897,112.963,0.0,-4.684,0.133,160380,7,0.549,0.0769
Loved You A Little (with Taking Back Sunday and Charlotte Sands),0IPKskRI33eRXjUhNUr9b5,0.484,0.0288,0.828,195.999,0.0,-5.197,0.313,207281,11,0.577,0.0543
Jesus Can't Save You,3I0LB9kaFoeGl6pb2RHzDJ,0.303,0.0502,0.602,167.596,0.0,-4.248,0.06,185931,7,0.0683,0.0445
how could you do this to me? feat. Kellin Quinn from Sleeping With Sirens,6jhBI8HZ1qxetz13hjL1PE,0.501,0.0123,0.853,96.025,1.66e-05,-6.677,0.411,160000,4,0.27,0.113
Shooting Star (feat. Sum 41),65o2S5n0p31DTFtUzA1i1X,0.553,0.00129,0.792,98.003,0.0,-4.741,0.6,138086,11,0.262,0.0436
Perfectly Imperfect,3dWy0VondkohX7GE6aOI3c,0.482,0.0042,0.693,183.099,0.0,-3.477,0.0418,144478,2,0.443,0.0592
The Liars Club,3cgasmbjpM2TMfsH0plAwt,0.448,0.0179,0.932,166.015,0.00283,-3.675,0.094,228834,11,0.439,0.164
Tell Me You're Sorry,5NKcjYtLkYbh5nn1yMIG7H,0.328,0.00304,0.961,194.938,0.0,-3.342,0.301,168705,6,0.387,0.112
FUNERAL GREY,29zvr7PRPQhE8plnBZ44nZ,0.645,0.0202,0.85,145.971,0.0,-3.627,0.656,164138,1,0.961,0.0898
Play Pretend (feat. Travis Barker),2iuiPZXIeAdnLwkNGnMfyi,0.645,0.00133,0.66,119.003,1.16e-05,-4.385,0.311,162559,9,0.523,0.0279
Rest In Pieces (feat. Goody Grace),5RR9EjI16LxwQFOX5fxpCW,0.498,0.00117,0.893,158.098,2.45e-05,-4.688,0.11,175187,7,0.43,0.0671
lifeline,2wPQ6FDiPAhmhO92JPpxHd,0.602,0.0015,0.874,148.032,0.0,-5.479,0.289,165206,1,0.619,0.0663
Write It Off,2NEZizbxzdZyHWtnuhXKym,0.666,0.682,0.506,149.925,5.64e-06,-7.054,0.162,149600,5,0.459,0.0339
"Girl Next Door (feat. Wiz Khalifa, DVBBS)",3YSowxZIbp6dTYyOZdHUMe,0.689,0.0102,0.722,124.979,0.0,-5.002,0.0842,140263,1,0.49,0.0413
I MISS 2003,0KvlvootDUnrXPdZLq57tn,0.518,0.00407,0.8,161.972,2.3e-06,-5.397,0.0967,222618,8,0.242,0.0354
Lies,23T4s8TZHQQvrBz6TOlJQI,0.519,0.0169,0.89,170.059,0.0,-2.75,0.312,170564,11,0.777,0.0817
Escape from My Reality (feat. MOD SUN),3LJs23KvYNEroBGgaXDOI6,0.653,0.0343,0.646,116.051,0.0,-7.684,0.0812,183598,10,0.496,0.0291
t r a n s p a r e n t s o u l feat. Travis Barker,1QL7nSDZCwZMnbisV4KOXt,0.39,0.0021,0.83,90.021,0.0,-5.201,0.156,168030,11,0.191,0.0563
High Again,0DfJSAKlgfjqPLDIsBrOic,0.505,0.00623,0.689,157.005,0.0,-4.549,0.109,175820,11,0.484,0.0403
buck,4k4ImOjmaURMwBaZN3QKsk,0.653,0.000181,0.784,132.026,0.0,-5.787,0.712,155404,8,0.607,0.0295
MANIC MAN,7BxSsv7qea87ygUSn4N8uK,0.585,0.137,0.855,164.037,0.00723,-5.933,0.166,134634,2,0.641,0.0551
Wake Me Up (When This Nightmare's Over),6tj1GKBc6xYLxD9OYbEHku,0.52,0.000326,0.829,84.434,2.3e-06,-3.166,0.175,216474,8,0.52,0.0369
Gaslight!,1rCdmjQUxxdvcCY92D7UiR,0.494,0.0443,0.713,90.482,5.54e-05,-7.956,0.168,165500,3,0.445,0.0777
SIDEWAYS (with Travis Barker),0SbcVQyMO5M68AzhX8gYaS,0.606,0.00251,0.811,90.076,0.0,-4.785,0.164,124192,1,0.578,0.0588
love race (feat. Kellin Quinn),1F9kEuwT29fgqlovIclu81,0.517,0.00581,0.848,95.906,0.0,-4.054,0.214,188779,10,0.429,0.0521
Choose Life,41RFlQraiq9x4bUZzyvN84,0.548,0.00364,0.967,105.949,0.0,-2.759,0.461,129340,1,0.526,0.0898
Wouldn't That Be Nice,4kcH1pBf54ctgrPXPsrCCY,0.571,0.0202,0.663,160.076,0.0,-6.568,0.406,186214,9,0.286,0.0511
Coke Nose,6Y9ZB2eeYmbEYm7XifqTcg,0.668,0.0131,0.645,155.013,1.65e-05,-5.986,0.138,164118,1,0.424,0.0483
Sober/Hungover (feat. Arizona Zervas),4yfQyGR61s7Mc5898V1BE6,0.523,0.00458,0.826,175.112,0.0,-4.741,0.0934,169337,7,0.581,0.0769
MOSH PIT,1fQlfeG7u0xzRVuzqUwtGA,0.794,0.0166,0.731,140.021,0.0,-5.379,0.155,127059,9,0.862,0.0423
MEMORY_FRACTURE,0iTRaGiDId80CearDCsyLC,0.439,0.00126,0.847,74.997,0.00543,-7.913,0.0877,258921,6,0.316,0.0431
Earthquake (feat. jxdn),4QD5tfexKVwATpESYSc7qM,0.5,0.0557,0.879,165.01,0.0,-4.734,0.104,177637,1,0.642,0.0791
Hills Have Eyes,3HUB8GPbaGpIpjRoONLJP4,0.473,0.000103,0.792,169.975,0.0495,-3.171,0.154,130588,0,0.587,0.0421
NIGHTMARE (feat. guardin),3as5VuWv791EWn04JkrvtK,0.448,0.0543,0.854,166.07,0.0,-3.685,0.128,172093,0,0.439,0.0737
crash my car,4Rrl4ep3FRVuF2OZ40LQl6,0.789,0.396,0.643,93.999,0.000414,-5.555,0.104,164681,1,0.534,0.0411
perfect,6Gn3rGrd15zSZ8t9GxWVnF,0.666,0.308,0.605,140.006,0.000314,-7.07,0.388,156549,0,0.464,0.0585
"Happy, Healthy, Well-Adjusted",4wuPygBcl5pQ4pY0U7nNFa,0.666,0.197,0.422,97.99,0.0,-7.778,0.0758,137755,5,0.425,0.0297
DIE OUT HERE (feat. POORSTACY),3PqpLZTiiwJjYD1uSvQoCC,0.593,0.0095,0.849,75.021,0.0,-5.727,0.234,134267,6,0.646,0.0911
Wake Up,4lanb9IYNnwzlQd9XmTjju,0.561,0.000263,0.833,96.047,2.49e-05,-7.884,0.127,174121,5,0.61,0.0635
Now We're Even,7qpDY56Q1TaByNCFEC352t,0.586,0.645,0.585,149.894,1.89e-05,-8.794,0.106,140800,11,0.719,0.0348
I Think I'm OKAY (with YUNGBLUD & Travis Barker),6bWBLZLBRQEJ5KsLicouNB,0.629,0.028,0.729,119.996,0.0,-4.744,0.288,170440,7,0.304,0.0325
Pop Off!,6egCRoFoyITQsNDmZPzq1q,0.588,0.0248,0.929,138.95,0.0,-3.555,0.0447,188823,7,0.874,0.0637
Paralyzed,5svL1PkWw8hPEAOdTNLexy,0.588,0.00128,0.856,150.008,2.78e-06,-5.288,0.109,163260,0,0.359,0.0648
acting like that (feat. Machine Gun Kelly),6PxNpy8jOjyZ8aGCD58LpW,0.522,6.98e-05,0.9,160.01,0.0,-2.631,0.3,191067,0,0.579,0.0719
Brush Back,1vXt2d3QwSTYKhgw1pZwMZ,0.511,0.00199,0.639,164.044,0.32,-6.493,0.162,225717,4,0.524,0.0253
WANNA BE (feat. Machine Gun Kelly),058pBOh77XQJNg3YWGr4jN,0.424,0.00017,0.937,170.058,0.0,-4.448,0.31,158022,7,0.427,0.156
Drink Milk and Run,3ZKGPsRTyFBnZETepLrDVl,0.454,0.00453,0.977,163.056,2.03e-05,-1.921,0.378,170391,1,0.644,0.171
Parasitic,43VYmVsIQNj4QZiYLllWjx,0.568,0.000183,0.965,100.966,1.01e-05,-2.877,0.396,173762,8,0.639,0.0548
Loser,1GAIibUEoZjvG4QsrabVWc,0.61,0.00317,0.894,96.622,0.0,-3.956,0.0539,133679,5,0.65,0.129
emo girl (feat. WILLOW),2AAyBZmMVZSZfgzXRYJOWQ,0.41,0.000406,0.881,165.006,4.26e-05,-3.502,0.922,159096,2,0.357,0.087
I Hope You're Happy,3hVsjwJWXLZDVi3SaOD7rU,0.536,0.00132,0.859,87.475,0.0,-4.348,0.405,179853,2,0.793,0.0683
THAT ONE SONG,1f8JpHrCJpqYUyT4DSzz20,0.5,0.000375,0.9,159.826,0.0,-3.654,0.381,182953,2,0.632,0.0863
I Want to Kill You,06YhbREh7qQLF8Sl7tZIyn,0.584,0.00698,0.876,149.976,0.0002,-3.635,0.0895,192107,10,0.703,0.0652
Sink,6pdeajVZ81tQwY8oIH6gFw,0.462,0.00106,0.938,169.87,0.0,-3.844,0.26,184235,2,0.39,0.0483
Featuring Mark Hoppus,1r6RgVsrQ6ccNnjrn8tb6c,0.51,0.000722,0.98,147.991,0.0,-3.341,0.339,173800,0,0.4,0.105
1000 peaceful ways to die,6ztt0XsZe5yGV7Cmo7gXtB,0.594,0.125,0.831,95.056,0.0,-4.845,0.348,143238,1,0.703,0.0331
Stop it,21K4Irg91lZvVifnBxVdVZ,0.732,0.0824,0.76,128.938,0.0,-5.807,0.158,228787,4,0.829,0.122
SOS (feat. Travis Barker),38X7LavheHbSg0UwjRUNcf,0.615,0.0186,0.785,150.03,1.19e-05,-4.88,0.166,169600,1,0.369,0.0632
I JUST REMEMBERED I HATE YOU,0u8Q67Ox09f2nUi6rRAd3G,0.606,0.0129,0.792,104.931,0.0,-6.639,0.0578,176842,11,0.677,0.0385
"hand crushed by a mallet (Remix) [feat. Fall Out Boy, Craig Owens, Nicole Dollanganger]",5Mm2CJzNRiICC5MWRWQnBo,0.473,0.0335,0.936,173.53,1.35e-05,-2.441,0.607,175699,1,0.545,0.408
Speed Dial,0LrWMZCmxWegxbZbQccppU,0.681,0.0236,0.761,109.953,0.00126,-4.136,0.25,135273,1,0.865,0.0283
128,3Ql7vVPnQkBBAaIa5Dmcqr,0.578,5.28e-06,0.771,127.996,0.305,-8.051,0.148,189023,0,0.637,0.0317
pretend,0EdYGWGB9PfKIm5MU0Mk6x,0.518,0.0247,0.838,160.017,0.0,-5.4,0.349,179690,1,0.688,0.0999
Garamond,5FqwQC3C7VEO62zpVR6RHt,0.368,0.000651,0.842,95.34,2.77e-05,-4.235,0.233,179924,3,0.312,0.061
Know You Too Well,1w1NiyET8kbJ4Po73YO6Er,0.644,0.0945,0.652,135.037,0.0,-8.265,0.603,210160,4,0.64,0.0355
hollywood sucks//,1OGVFkHHzgupyil0N386Q5,0.578,0.00158,0.894,139.99,7.51e-06,-4.671,0.383,153040,2,0.522,0.0593
"deathwish (feat. nothing,nowhere.)",4pi7qRGw2DDKAJMGHGcZ2O,0.758,0.000717,0.779,124.987,0.0,-4.405,0.109,147908,8,0.588,0.038
Runaway,7qDdE2EzbaGpUuVxToG69w,0.529,0.00173,0.911,128.053,0.0,-4.185,0.101,231094,2,0.422,0.0424
Children of The Dark,17bqduRY9LL8WWXtsSE1Kp,0.532,0.000223,0.979,113.081,5.44e-06,-3.814,0.118,152389,5,0.11,0.137
THE ONLY TIME IT RAINS IN HOLLYWOOD,26PSbPgc08B0gZC7mDwO31,0.586,0.393,0.392,88.809,0.0,-6.229,0.116,314595,9,0.189,0.0266
Sedona,21rOdbcj8Y7glIazuWel2e,0.342,8.06e-06,0.777,85.092,1.56e-05,-5.506,0.0693,189840,6,0.481,0.0442
In My Head,4sCciQuIK0eK8DSBaEpt4M,0.538,5.61e-05,0.886,115.999,0.00455,-3.79,0.0572,225983,3,0.742,0.032
Wine,4sabSrrqKCFk8vTA74TgqB,0.551,0.00485,0.945,149.959,0.0,-4.85,0.162,249591,9,0.694,0.0597
Think Of Me Tonight,52Ccw3zLraaPHXMqZQHozs,0.619,0.00114,0.898,95.0,0.000147,-4.901,0.337,180084,4,0.363,0.0855
BETTER OFF DEAD,4ih3Y0t86lfK8m8pTgEx4I,0.684,0.151,0.672,93.965,0.0,-5.762,0.116,155674,10,0.381,0.0341
90's Baby,4BqsOr5rxSH6XUjOtTZVRk,0.633,0.00287,0.675,171.869,1.87e-05,-8.513,0.452,120000,4,0.505,0.0593
Wide Eyes,3vetN8fLqc0gXgzZqpsyuA,0.494,0.00784,0.913,134.885,3.42e-05,-3.991,0.0807,214812,3,0.353,0.0742
Young & Dysfunctional,7srElKoNaMc56k1OdSIdUW,0.326,8.46e-05,0.735,100.984,2.58e-05,-5.436,0.0926,225756,2,0.517,0.0333
Under The Weather,6Dj5XM1Jp2s0oPmXMLh563,0.62,0.0302,0.841,89.015,0.0,-5.582,0.0839,234145,9,0.13,0.0337
Bright White Light,2i3OJ2oJYGKVotbf73Dw7O,0.448,0.00159,0.935,130.809,0.139,-4.25,0.359,202400,3,0.482,0.0429
Deliver Us More Evil,67MpmnlrsgA8UEi3g9AqJh,0.423,0.0748,0.927,143.057,2.19e-05,-2.81,0.355,252707,4,0.537,0.0708
Love's World,15HffoO0yeBAGlRhSrn4d4,0.579,0.564,0.667,179.999,0.00111,-6.064,0.0723,172000,5,0.609,0.0362
sober,7qhIVH6Vov1CxFX7X7s8RM,0.536,0.013,0.939,170.025,0.0,-4.58,0.137,186371,7,0.6,0.186
"Daniel, I'm Not Gonna Make It. Go Ahead Without Me.",7GVWRchkbkVfKvs3Yg4WAM,0.284,0.0417,0.78,160.194,0.000173,-4.983,0.138,240240,8,0.454,0.0455
Joy Notes,1wXMDIfGsQtercGl4X2qxe,0.505,0.00321,0.854,127.015,7.31e-06,-3.228,0.0971,230089,3,0.293,0.0364
GOOD MOOD (feat. grandson),3XYmIJugK3ad2gBVBFXyjW,0.564,0.00617,0.907,90.002,6.4e-06,-4.283,0.335,154680,9,0.591,0.188
"Don't Freak Out (feat. iann dior, Tyson Ritter & Travis Barker)",6Tb41xQxfkhpuJOkaWNTMV,0.632,0.204,0.644,97.054,0.0,-2.526,0.0962,156000,8,0.369,0.0302
Happy Endings (feat. iann dior and UPSAHL),1nPd60em5Qwp0NPykFz5Xj,0.652,0.0307,0.876,126.007,0.0,-3.323,0.449,212513,7,0.695,0.0359
Party At The Cemetery,4O3hlqw3P2SA0SvsyKuYCu,0.377,0.00179,0.865,178.843,0.0,-3.38,0.891,126034,0,0.173,0.115
free bird,7imX9kF7UBpQowZLGJ5u8F,0.489,7.65e-05,0.976,100.06,0.000157,-2.03,0.312,120496,8,0.71,0.134
Coming Clean,0esiekrAcPKVHipnCl6HA7,0.333,0.000288,0.988,163.367,0.227,-4.417,0.175,193000,7,0.191,0.324
Into The Dark (feat. Kellin Quinn),2b0ki4EJ3WhObwx30dyIdf,0.544,0.000487,0.918,95.021,0.0,-4.03,0.409,198000,2,0.6,0.0509
19,52UhKglatE25UoP4iS7Vg2,0.65,0.00383,0.774,137.971,3.44e-06,-5.288,0.307,204400,11,0.654,0.0398
End of the World/A Game of Chess,61Wr8Uti1rMxMV0NBv2uOx,0.514,0.000442,0.942,100.007,0.0,-3.616,0.221,236507,10,0.285,0.0508
The Earth Will Swallow Me Whole,7BE5fMou61X6PH4xY0nvXY,0.41,0.00191,0.94,169.905,0.168,-4.442,0.235,180685,10,0.422,0.0771
Kill Me Better (feat. Imanbek & Trevor Daniel) - Travis Barker Alt Version,5XASykUa4APCYgGSa1JIVH,0.471,0.0306,0.888,160.004,0.0,-3.724,0.0892,195528,8,0.46,0.0727
Tunnel Vision,2rGVW2vgzGfrZriF5j0gF8,0.448,0.000203,0.975,136.714,0.109,-3.723,0.34,240867,6,0.383,0.0594
fake friend,574469CWNKsxl4D7RF1fJt,0.472,0.00362,0.849,144.065,0.0,-3.738,0.0973,169451,4,0.31,0.0315
Box for My Organs,3x3pgmn0vj4bpRl0QmMlJS,0.199,0.000397,0.948,163.499,0.744,-5.012,0.128,220316,10,0.253,0.0511
Grape Swisher,6mX89BYM6O0IkHF9FiKzVh,0.454,0.182,0.827,170.044,0.0101,-6.03,0.112,145440,4,0.698,0.0626
Partycrasher,5QfVA7ZS9RtZCefzNedeIe,0.451,0.000111,0.827,166.141,0.0,-3.71,0.34,189652,6,0.359,0.0434
Figure Eight,4JbNlNqFMVs1vBOFAutXcK,0.343,0.00187,0.961,166.987,2.7e-06,-2.271,0.236,201557,11,0.446,0.0686
Fumes,3eUpLx5Xm1LmFLDMt7tJXo,0.533,0.709,0.329,147.748,0.0,-9.346,0.108,137070,2,0.188,0.0296
Warn Me,3FfmYyYHN47nLxPuJ84M0y,0.57,0.0011,0.934,141.016,6.3e-06,-3.371,0.146,194347,6,0.69,0.0429
The Water,6cvME8ab5VSQWOgBNT5KoM,0.47,0.00419,0.902,156.094,1.78e-05,-4.544,0.153,194000,4,0.607,0.129
Dying to Feel Alive,0esr1qU2Alrke9bK4eesbZ,0.519,0.000863,0.888,139.987,0.0,-3.517,0.16,276674,7,0.598,0.0326
No King but Me,2ZGPOrli2QCDz1it8FB15f,0.462,0.00278,0.838,141.834,0.00888,-7.132,0.0783,230826,7,0.356,0.0322
This is Forever,1KFMSqJnKQTX7EcaxH67hH,0.399,0.00117,0.682,188.026,5.39e-06,-7.816,0.177,204505,0,0.126,0.0366
Misfits T-Shirt,2ZkWAGwx0UDKQSD9lmNecF,0.48,0.000332,0.93,179.967,0.00207,-4.212,0.0955,188082,1,0.481,0.0691
Fall,4Nqn5k7rifapbS2Kt15g8h,0.438,0.0078,0.89,82.653,3.33e-05,-5.247,0.118,214923,1,0.501,0.106
SICK OF ME (with Travis Barker),5tNo5zN9MBzPNooKlfYWmJ,0.596,0.000986,0.784,135.031,0.0,-6.69,0.13,179667,4,0.253,0.0313
Crash and Burn,4wFK5ESRSBrmVDjOkOSa7g,0.463,0.00142,0.836,169.916,0.0,-2.224,0.342,159637,7,0.379,0.0419
Lucid,6Rmsz10sTBhP3tlmIPZ3Bs,0.411,6.87e-06,0.978,155.048,0.000145,-4.135,0.491,236522,8,0.546,0.0997
SOURDOUGHSTARTER,3DlMt2XaWX5twGCQdYZdvr,0.545,0.0865,0.865,93.51,8.52e-05,-4.334,0.0922,199251,8,0.358,0.0346
When You're Around,4C3vAnXJmFR2McECc1du5l,0.629,0.342,0.594,92.007,0.0,-5.998,0.142,188891,10,0.441,0.0302
5150,14UzhtAQyCRGsuSjInmiJi,0.535,0.000181,0.94,157.994,0.00134,-4.811,0.0631,174849,11,0.536,0.0973
Be Here Now,2YbxnhNgguKg5ktrOKGGV3,0.449,1.25e-05,0.979,155.013,0.118,-1.531,0.244,209533,1,0.413,0.0742
Erase You,3PXPKC81NbQc9Eaig0vLZO,0.544,0.00213,0.935,170.019,0.0,-2.986,0.115,178000,0,0.676,0.17
MESS (with Kellin Quinn of Sleeping With Sirens),2sPlAS5w8wpAfbxL3l2Ljr,0.482,0.00152,0.962,175.075,0.0,-3.031,0.629,139200,5,0.593,0.0999
Temper,7LadUBljqx0uNKq9gOctUo,0.429,0.00355,0.877,158.031,0.0,-5.345,0.354,147912,2,0.602,0.0958
Trouble Prone,5ICqGwuTjnSZjWEBQVLOo8,0.471,1.82e-05,0.925,138.018,0.0,-3.17,0.135,149629,2,0.466,0.0733
Fight It,4zYdOhICwdBYkSTG2W4v6p,0.516,0.000119,0.712,141.963,1.31e-06,-5.67,0.1,140704,1,0.437,0.0389
SORRY 4 MYSELF,617vlwnmLpKRnMkotVThcu,0.538,0.00138,0.974,94.963,0.000269,-2.154,0.425,201000,1,0.35,0.225
SICK [Feat. phem & DE'WAYNE],0XT7LcpWR5PUvV3dwSwbGP,0.656,0.00168,0.906,129.941,5.92e-05,-4.737,0.185,169892,7,0.893,0.0374
Hesitation,2rkY1tk2e2y7GzscvTrfVT,0.544,0.00233,0.951,154.969,0.00302,-4.227,0.129,163925,6,0.601,0.0784
Nice to Meet You,5eTftW1eQHHhIOean3enJ8,0.516,0.00132,0.891,95.028,5.66e-06,-3.81,0.106,210632,8,0.542,0.035
October Forever,0jXWHgBV8o9XJjBqTAOLal,0.394,0.000621,0.89,170.161,0.0,-6.501,0.162,251469,2,0.144,0.0759
Letting Go,0HwyetA6SnMyXQMTUD40Se,0.555,0.000274,0.952,144.994,0.00586,-4.093,0.343,205205,9,0.453,0.0719
See You In Heaven,1UpyR5Uxyr8NDB1iPRtEaQ,0.653,0.000217,0.545,118.006,4.82e-06,-8.189,0.0393,252040,11,0.563,0.0792
Superstition,1ranTRXpdqrriwYFK7pNt9,0.35,0.000294,0.932,153.085,0.00239,-4.039,0.45,236865,2,0.574,0.0483
Halfway Dead (feat. Global Dan & Travis Barker),42bWFPqxckohFU7cieGW4j,0.455,0.000247,0.871,174.127,4.99e-06,-3.728,0.0688,204443,1,0.508,0.0678
Down (feat. Travis Barker),5mkjZ6EciJaZrRXUL5eDfH,0.602,0.000105,0.753,141.587,0.00112,-5.495,0.139,168384,11,0.478,0.036
Everyone Knows,3nOwNZLewhpiuX8W1smZih,0.823,0.00266,0.493,115.017,0.0,-5.287,0.105,141913,0,0.607,0.0398
Weight of the World,7bnMtIotDJUzjLVqIQlGbn,0.297,0.00268,0.891,168.5,0.0103,-5.852,0.334,213230,10,0.343,0.247
Sick Joke,7shZE88Gj8XrpHvwtN0CEl,0.558,0.000792,0.733,124.957,1.49e-05,-4.495,0.343,227520,8,0.604,0.0375
Sleepwalker,1lC5rRa2ivaqAbK2i1tUHG,0.451,0.000148,0.821,133.894,0.000442,-5.979,0.166,246560,10,0.247,0.0381
Imprint,1qlUw3ZejypRGcpdQcX3ix,0.426,0.000232,0.926,167.005,0.0,-3.973,0.151,190240,4,0.403,0.0633
Where Are You Going?,2pV5NSQv57GvWiV3JwJWbV,0.612,0.0373,0.805,154.995,0.0,-3.992,0.344,141056,8,0.622,0.0643
When You Were Young,0lH7FmyRrbHpYDE12V1P6S,0.51,0.00183,0.718,199.992,0.0,-6.129,0.14,187907,1,0.713,0.0439
Who You Are,0QThvNHrJrap06n6tQYFd0,0.492,4.64e-05,0.925,155.047,0.0,-4.904,0.279,201564,0,0.725,0.0345
Coming Home,6vhFR8ypbQ0N709WsdRre6,0.35,0.000437,0.871,85.864,3.12e-05,-6.001,0.118,204593,4,0.282,0.0447
Sucks to Be Yuh,09t8P8t232bmdvkasH15XO,0.45,0.00275,0.905,154.966,0.0,-5.639,0.109,140903,9,0.198,0.0538
Did You Ever Know?,4CBRLuJet5Izb5VyU8Lf53,0.631,0.0377,0.787,109.517,1.12e-05,-4.844,0.0927,89382,9,0.333,0.0552
Everybody But You,0OjhULGHagMRAQNjJQlesU,0.659,0.0042,0.914,105.017,2.58e-05,-3.908,0.077,227393,8,0.79,0.0497
Crosses (feat. Spencer Chamberlain of Underoath),35S0Oh0JrXAhGzrLHzUvw8,0.461,0.000853,0.967,96.038,0.000115,-2.199,0.315,209022,5,0.258,0.222
Masterpiece,3c9kVsKF68xMzlS0NikVn3,0.324,0.000109,0.863,177.985,0.0,-3.716,0.311,206648,10,0.394,0.123
Faded Out (feat. Within Temptation),5l4DU5tgUtLqFSxir6y0dp,0.478,0.000151,0.937,74.966,0.0,-4.775,0.198,185542,8,0.526,0.0938
AfterLife,51lcM37Li2HOhk8F8kPwUv,0.473,0.000645,0.989,93.988,5.7e-06,-4.212,0.342,243561,6,0.327,0.0597
Patient Number 9 (feat. Jeff Beck),6kAOsnRUgp21bPiUoVZeuJ,0.316,0.000197,0.869,169.916,0.199,-4.244,0.133,441402,7,0.302,0.0642
MONEY,6uEwHhQjA253wuQQ6KDMAj,0.642,0.000677,0.812,112.024,0.0048,-4.742,0.773,194896,10,0.654,0.0311
TIRED OF WINNING,0PZrUz3FLIkW8j7GaFbYBO,0.442,6.95e-06,0.947,94.501,0.00641,-5.475,0.805,206587,6,0.385,0.0964
Eye of the Storm,0TTSQeJnGnpCxX7LWsdD9F,0.511,1.75e-05,0.807,119.986,1.96e-05,-5.695,0.151,234150,1,0.396,0.0414
The Liars Club,3cgasmbjpM2TMfsH0plAwt,0.448,0.0179,0.932,166.015,0.00283,-3.675,0.094,228834,11,0.439,0.164
Body Bag,1vuhNiQZTPkmnNJ0xNsf5S,0.507,0.000123,0.958,105.034,6.06e-05,-4.688,0.378,196979,1,0.362,0.0588
Like A Villain,40P5d3p4icYCiN4SMUOE2E,0.457,0.000696,0.918,154.963,0.000128,-4.51,0.429,210685,7,0.392,0.203
The Foundations of Decay,6Pif6RkFoYzLygdqktus4Q,0.363,0.000582,0.67,150.15,0.548,-6.652,0.317,360760,1,0.198,0.0552
The Steeple,5Mozz7NTj4EYK1d1mdP6I2,0.43,0.00014,0.981,157.01,5.45e-06,-2.929,0.287,207445,5,0.585,0.0744
Lifetime,19dNZyDyw00aKgr6S0Os6e,0.413,0.0012,0.684,129.975,0.0,-2.878,0.16,176227,8,0.33,0.0348
Save Yourself,6jZp2rNTYVlKwt20aMIcot,0.503,0.00428,0.849,165.096,0.0,-2.709,0.0667,197995,5,0.762,0.0615
Conditional Love,1DkbJB2RctViYLK3DnGo2Y,0.269,6.26e-05,0.989,167.919,0.001,-4.416,0.361,173173,1,0.233,0.0773
Voices In My Head,5XUuldRjPXcP5QxyEN4IXT,0.546,0.0266,0.898,173.17,0.0,-3.067,0.129,191415,2,0.639,0.162
Call Me Little Sunshine,4xAmbn7xiy6wGOs4oaxv70,0.566,0.000674,0.871,88.012,0.00144,-4.833,0.107,284267,5,0.41,0.0311
Classless Act (feat. Vince Neil of Motley Crue),05liOVVybQw3UyyrEOAcSw,0.457,0.000425,0.981,94.991,0.0,-2.26,0.355,194655,0,0.201,0.135
